date,last_available_date,is_last,region,state,epidemiological_week,accumulated_cases,accumulated_deaths,new_cases,new_deaths
2020-08-12,2020-08-12,False,Norte,AC,202033,21993,569,236,4
2020-08-13,2020-08-13,False,Norte,AC,202033,22242,574,249,5
2020-08-14,2020-08-14,False,Norte,AC,202033,22435,576,193,2
2020-08-15,2020-08-15,False,Norte,AC,202033,22516,576,81,0
2020-08-16,2020-08-16,False,Norte,AC,202034,22548,576,32,0
2020-08-17,2020-08-17,False,Norte,AC,202034,22605,582,57,6
2020-08-18,2020-08-18,False,Norte,AC,202034,22933,590,328,8
2020-08-19,2020-08-19,False,Norte,AC,202034,23146,591,213,1
2020-08-20,2020-08-20,False,Norte,AC,202034,23322,595,176,4
2020-08-21,2020-08-21,False,Norte,AC,202034,23337,598,15,3
2020-08-22,2020-08-22,False,Norte,AC,202034,23665,598,328,0
2020-08-23,2020-08-23,False,Norte,AC,202035,23719,600,54,2
2020-08-24,2020-08-24,False,Norte,AC,202035,23729,604,10,4
2020-08-25,2020-08-25,False,Norte,AC,202035,23936,607,207,3
2020-08-26,2020-08-26,False,Norte,AC,202035,24119,607,183,0
2020-08-27,2020-08-27,False,Norte,AC,202035,24269,607,150,0
2020-08-28,2020-08-28,False,Norte,AC,202035,24462,608,193,1
2020-08-29,2020-08-29,False,Norte,AC,202035,24601,608,139,0
2020-08-30,2020-08-30,False,Norte,AC,202036,24638,609,37,1
2020-08-31,2020-08-31,False,Norte,AC,202036,24647,612,9,3
2020-09-01,2020-09-01,False,Norte,AC,202036,24840,616,193,4
2020-09-02,2020-09-02,False,Norte,AC,202036,25027,618,187,2
2020-09-03,2020-09-03,False,Norte,AC,202036,25135,622,108,4
2020-09-04,2020-09-04,False,Norte,AC,202036,25249,623,114,1
2020-09-05,2020-09-05,False,Norte,AC,202036,25408,624,159,1
2020-09-06,2020-09-06,False,Norte,AC,202037,25443,624,35,0
2020-09-07,2020-09-07,False,Norte,AC,202037,25469,624,26,0
2020-09-08,2020-09-08,False,Norte,AC,202037,25494,630,25,6
2020-09-09,2020-09-09,False,Norte,AC,202037,25668,631,174,1
2020-09-10,2020-09-10,False,Norte,AC,202037,25877,635,209,4
2020-09-11,2020-09-11,False,Norte,AC,202037,26004,636,127,1
2020-09-12,2020-09-12,False,Norte,AC,202037,26148,637,144,1
2020-09-13,2020-09-13,False,Norte,AC,202038,26166,640,18,3
2020-09-14,2020-09-14,False,Norte,AC,202038,26176,640,10,0
2020-09-15,2020-09-15,False,Norte,AC,202038,26287,642,111,2
2020-09-16,2020-09-16,False,Norte,AC,202038,26463,643,176,1
2020-09-17,2020-09-17,False,Norte,AC,202038,26716,646,253,3
2020-09-18,2020-09-18,False,Norte,AC,202038,26942,647,226,1
2020-09-19,2020-09-19,False,Norte,AC,202038,27061,648,119,1
2020-09-20,2020-09-20,False,Norte,AC,202039,27079,649,18,1
2020-09-21,2020-09-21,False,Norte,AC,202039,27106,649,27,0
2020-09-22,2020-09-22,False,Norte,AC,202039,27246,651,140,2
2020-09-23,2020-09-23,False,Norte,AC,202039,27397,652,151,1
2020-09-24,2020-09-24,False,Norte,AC,202039,27556,653,159,1
2020-09-25,2020-09-25,False,Norte,AC,202039,27710,654,154,1
2020-09-26,2020-09-26,False,Norte,AC,202039,27859,656,149,2
2020-09-27,2020-09-27,False,Norte,AC,202040,27874,657,15,1
2020-09-28,2020-09-28,False,Norte,AC,202040,27885,657,11,0
2020-09-29,2020-09-29,False,Norte,AC,202040,28030,657,145,0
2020-09-30,2020-09-30,False,Norte,AC,202040,28222,659,192,2
2020-10-01,2020-10-01,False,Norte,AC,202040,28409,661,187,2
2020-10-02,2020-10-02,False,Norte,AC,202040,28555,664,146,3
2020-10-03,2020-10-03,False,Norte,AC,202040,28662,667,107,3
2020-10-04,2020-10-04,False,Norte,AC,202041,28672,667,10,0
2020-10-05,2020-10-05,False,Norte,AC,202041,28687,667,15,0
2020-10-06,2020-10-06,False,Norte,AC,202041,28805,668,118,1
2020-10-07,2020-10-07,False,Norte,AC,202041,28818,668,13,0
2020-10-08,2020-10-08,False,Norte,AC,202041,28834,669,16,1
2020-10-09,2020-10-09,False,Norte,AC,202041,29017,674,183,5
2020-10-10,2020-10-10,False,Norte,AC,202041,29031,674,14,0
2020-10-11,2020-10-11,False,Norte,AC,202042,29050,674,19,0
2020-10-12,2020-10-12,False,Norte,AC,202042,29063,675,13,1
2020-10-13,2020-10-13,False,Norte,AC,202042,29272,675,209,0
2020-10-14,2020-10-14,False,Norte,AC,202042,29301,676,29,1
2020-10-15,2020-10-15,False,Norte,AC,202042,29406,677,105,1
2020-10-16,2020-10-16,False,Norte,AC,202042,29598,679,192,2
2020-10-17,2020-10-17,False,Norte,AC,202042,29693,679,95,0
2020-10-18,2020-10-18,False,Norte,AC,202043,29718,679,25,0
2020-10-19,2020-10-19,False,Norte,AC,202043,29765,679,47,0
2020-10-20,2020-10-20,False,Norte,AC,202043,29865,682,100,3
2020-10-21,2020-10-21,False,Norte,AC,202043,29925,682,60,0
2020-10-22,2020-10-22,False,Norte,AC,202043,30028,685,103,3
2020-10-23,2020-10-23,False,Norte,AC,202043,30121,686,93,1
2020-10-24,2020-10-24,False,Norte,AC,202043,30217,686,96,0
2020-10-25,2020-10-25,False,Norte,AC,202044,30304,687,87,1
2020-10-26,2020-10-26,False,Norte,AC,202044,30317,689,13,2
2020-10-27,2020-10-27,False,Norte,AC,202044,30380,690,63,1
2020-10-28,2020-10-28,False,Norte,AC,202044,30545,691,165,1
2020-10-29,2020-10-29,False,Norte,AC,202044,30638,692,93,1
2020-10-30,2020-10-30,False,Norte,AC,202044,30758,693,120,1
2020-10-31,2020-10-31,False,Norte,AC,202044,30796,693,38,0
2020-11-01,2020-11-01,False,Norte,AC,202045,30951,693,155,0
2020-11-02,2020-11-02,False,Norte,AC,202045,30954,693,3,0
2020-11-03,2020-11-03,False,Norte,AC,202045,30962,695,8,2
2020-11-04,2020-11-04,False,Norte,AC,202045,31218,696,256,1
2020-11-05,2020-11-05,False,Norte,AC,202045,31248,697,30,1
2020-11-06,2020-11-06,False,Norte,AC,202045,31326,697,78,0
2020-11-07,2020-11-07,False,Norte,AC,202045,31575,699,249,2
2020-11-08,2020-11-08,False,Norte,AC,202046,31707,699,132,0
2020-11-09,2020-11-09,False,Norte,AC,202046,31788,701,81,2
2020-11-10,2020-11-10,False,Norte,AC,202046,31926,704,138,3
2020-11-11,2020-11-11,False,Norte,AC,202046,32113,705,187,1
2020-11-12,2020-11-12,False,Norte,AC,202046,32515,707,402,2
2020-11-13,2020-11-13,False,Norte,AC,202046,32661,707,146,0
2020-11-14,2020-11-14,False,Norte,AC,202046,32991,708,330,1
2020-11-15,2020-11-15,False,Norte,AC,202047,33156,708,165,0
2020-11-16,2020-11-16,False,Norte,AC,202047,33295,708,139,0
2020-11-17,2020-11-17,False,Norte,AC,202047,33475,709,180,1
2020-11-18,2020-11-18,False,Norte,AC,202047,33725,709,250,0
2020-11-19,2020-11-19,False,Norte,AC,202047,33976,710,251,1
2020-11-20,2020-11-20,False,Norte,AC,202047,34246,711,270,1
2020-11-21,2020-11-21,False,Norte,AC,202047,34435,713,189,2
2020-11-22,2020-11-22,False,Norte,AC,202048,34626,713,191,0
2020-11-23,2020-11-23,False,Norte,AC,202048,34849,714,223,1
2020-11-24,2020-11-24,False,Norte,AC,202048,35053,715,204,1
2020-11-25,2020-11-25,False,Norte,AC,202048,35188,721,135,6
2020-11-26,2020-11-26,False,Norte,AC,202048,35304,722,116,1
2020-11-27,2020-11-27,False,Norte,AC,202048,35756,722,452,0
2020-11-28,2020-11-28,False,Norte,AC,202048,35920,723,164,1
2020-11-29,2020-11-29,False,Norte,AC,202049,36080,723,160,0
2020-11-30,2020-11-30,False,Norte,AC,202049,36259,723,179,0
2020-12-01,2020-12-01,False,Norte,AC,202049,36563,726,304,3
2020-12-02,2020-12-02,False,Norte,AC,202049,36746,727,183,1
2020-12-03,2020-12-03,False,Norte,AC,202049,36899,730,153,3
2020-12-04,2020-12-04,False,Norte,AC,202049,37152,731,253,1
2020-12-05,2020-12-05,False,Norte,AC,202049,37277,732,125,1
2020-12-06,2020-12-06,False,Norte,AC,202050,37321,732,44,0
2020-12-07,2020-12-07,False,Norte,AC,202050,37428,736,107,4
2020-12-08,2020-12-08,False,Norte,AC,202050,37556,737,128,1
2020-12-09,2020-12-09,False,Norte,AC,202050,37672,742,116,5
2020-12-10,2020-12-10,False,Norte,AC,202050,37902,744,230,2
2020-12-11,2020-12-11,False,Norte,AC,202050,38150,747,248,3
2020-12-12,2020-12-12,False,Norte,AC,202050,38363,749,213,2
2020-12-13,2020-12-13,False,Norte,AC,202051,38412,750,49,1
2020-12-14,2020-12-14,False,Norte,AC,202051,38628,753,216,3
2020-12-15,2020-12-15,False,Norte,AC,202051,38712,755,84,2
2020-12-16,2020-12-16,False,Norte,AC,202051,38938,756,226,1
2020-12-17,2020-12-17,False,Norte,AC,202051,39166,756,228,0
2020-12-18,2020-12-18,False,Norte,AC,202051,39341,757,175,1
2020-12-19,2020-12-19,False,Norte,AC,202051,39869,758,528,1
2020-12-20,2020-12-20,False,Norte,AC,202052,39996,765,127,7
2020-12-21,2020-12-21,False,Norte,AC,202052,40249,767,253,2
2020-12-22,2020-12-22,False,Norte,AC,202052,40314,769,65,2
2020-12-23,2020-12-23,False,Norte,AC,202052,40399,776,85,7
2020-12-24,2020-12-24,False,Norte,AC,202052,40638,779,239,3
2020-12-25,2020-12-25,False,Norte,AC,202052,40723,780,85,1
2020-12-26,2020-12-26,False,Norte,AC,202052,40736,780,13,0
2020-12-27,2020-12-27,False,Norte,AC,202053,40900,785,164,5
2020-12-28,2020-12-28,False,Norte,AC,202053,41010,789,110,4
2020-12-29,2020-12-29,False,Norte,AC,202053,41232,791,222,2
2020-12-30,2020-12-30,False,Norte,AC,202053,41355,793,123,2
2020-12-31,2020-12-31,False,Norte,AC,202053,41620,795,265,2
2021-01-01,2021-01-01,False,Norte,AC,202053,41689,796,69,1
2021-01-02,2021-01-02,False,Norte,AC,202053,41941,798,252,2
2021-01-03,2021-01-03,False,Norte,AC,202101,42046,802,105,4
2021-01-04,2021-01-04,False,Norte,AC,202101,42117,806,71,4
2021-01-05,2021-01-05,False,Norte,AC,202101,42170,808,53,2
2021-01-06,2021-01-06,False,Norte,AC,202101,42378,814,208,6
2021-01-07,2021-01-07,False,Norte,AC,202101,42478,821,100,7
2021-01-08,2021-01-08,False,Norte,AC,202101,42814,823,336,2
2021-01-09,2021-01-09,False,Norte,AC,202101,42908,823,94,0
2021-01-10,2021-01-10,False,Norte,AC,202102,43127,825,219,2
2021-01-11,2021-01-11,False,Norte,AC,202102,43346,826,219,1
2021-01-12,2021-01-12,False,Norte,AC,202102,43432,827,86,1
2021-01-13,2021-01-13,False,Norte,AC,202102,43785,829,353,2
2021-01-14,2021-01-14,False,Norte,AC,202102,44068,832,283,3
2021-01-15,2021-01-15,False,Norte,AC,202102,44156,835,88,3
2021-01-16,2021-01-16,False,Norte,AC,202102,44621,835,465,0
2021-01-17,2021-01-17,False,Norte,AC,202103,44767,836,146,1
2021-01-18,2021-01-18,False,Norte,AC,202103,44775,837,8,1
2021-01-19,2021-01-19,False,Norte,AC,202103,45208,839,433,2
2021-01-20,2021-01-20,False,Norte,AC,202103,45429,840,221,1
2021-01-21,2021-01-21,False,Norte,AC,202103,45729,844,300,4
2021-01-22,2021-01-22,False,Norte,AC,202103,45987,846,258,2
2021-01-23,2021-01-23,False,Norte,AC,202103,46239,848,252,2
2021-01-24,2021-01-24,False,Norte,AC,202104,46429,850,190,2
2021-01-25,2021-01-25,False,Norte,AC,202104,46539,854,110,4
2021-01-26,2021-01-26,False,Norte,AC,202104,46774,856,235,2
2021-01-27,2021-01-27,False,Norte,AC,202104,47119,858,345,2
2021-01-28,2021-01-28,False,Norte,AC,202104,47461,860,342,2
2021-01-29,2021-01-29,False,Norte,AC,202104,47936,861,475,1
2021-01-30,2021-01-30,False,Norte,AC,202104,48347,864,411,3
2021-01-31,2021-01-31,False,Norte,AC,202105,48467,867,120,3
2021-02-01,2021-02-01,False,Norte,AC,202105,48820,873,353,6
2021-02-02,2021-02-02,False,Norte,AC,202105,49049,876,229,3
2021-02-03,2021-02-03,False,Norte,AC,202105,49547,879,498,3
2021-02-04,2021-02-04,False,Norte,AC,202105,49944,882,397,3
2021-02-05,2021-02-05,False,Norte,AC,202105,50122,884,178,2
2021-02-06,2021-02-06,False,Norte,AC,202105,50454,886,332,2
2021-02-07,2021-02-07,False,Norte,AC,202106,50546,888,92,2
2021-02-08,2021-02-08,False,Norte,AC,202106,50694,893,148,5
2021-02-09,2021-02-09,False,Norte,AC,202106,51269,900,575,7
2021-02-10,2021-02-10,False,Norte,AC,202106,51679,902,410,2
2021-02-11,2021-02-11,False,Norte,AC,202106,52172,907,493,5
2021-02-12,2021-02-12,False,Norte,AC,202106,52548,910,376,3
2021-02-13,2021-02-13,False,Norte,AC,202106,52920,917,372,7
2021-02-14,2021-02-14,False,Norte,AC,202107,53027,921,107,4
2021-02-15,2021-02-15,False,Norte,AC,202107,53455,931,428,10
2021-02-16,2021-02-16,False,Norte,AC,202107,53590,932,135,1
2021-02-17,2021-02-17,False,Norte,AC,202107,53892,940,302,8
2021-02-18,2021-02-18,False,Norte,AC,202107,54130,948,238,8
2021-02-19,2021-02-19,False,Norte,AC,202107,54562,951,432,3
2021-02-20,2021-02-20,False,Norte,AC,202107,54743,957,181,6
2021-02-21,2021-02-21,False,Norte,AC,202108,54786,963,43,6
2021-02-22,2021-02-22,False,Norte,AC,202108,54969,968,183,5
2021-02-23,2021-02-23,False,Norte,AC,202108,55590,973,621,5
2021-02-24,2021-02-24,False,Norte,AC,202108,55881,975,291,2
2021-02-25,2021-02-25,False,Norte,AC,202108,56257,982,376,7
2021-02-26,2021-02-26,False,Norte,AC,202108,56731,986,474,4
2021-02-27,2021-02-27,False,Norte,AC,202108,57337,996,606,10
2021-02-28,2021-02-28,False,Norte,AC,202109,57534,998,197,2
2021-03-01,2021-03-01,False,Norte,AC,202109,57894,1012,360,14
2021-03-02,2021-03-02,False,Norte,AC,202109,58081,1020,187,8
2021-03-03,2021-03-03,False,Norte,AC,202109,58506,1030,425,10
2021-03-04,2021-03-04,False,Norte,AC,202109,58884,1037,378,7
2021-03-05,2021-03-05,False,Norte,AC,202109,59500,1047,616,10
2021-03-06,2021-03-06,False,Norte,AC,202109,60070,1054,570,7
2021-03-07,2021-03-07,False,Norte,AC,202110,60288,1063,218,9
2021-03-08,2021-03-08,False,Norte,AC,202110,60656,1066,368,3
2021-03-09,2021-03-09,False,Norte,AC,202110,60721,1071,65,5
2021-03-10,2021-03-10,False,Norte,AC,202110,61121,1083,400,12
2021-03-11,2021-03-11,False,Norte,AC,202110,61394,1094,273,11
2021-03-12,2021-03-12,False,Norte,AC,202110,61709,1106,315,12
2021-03-13,2021-03-13,False,Norte,AC,202110,62332,1116,623,10
2021-03-14,2021-03-14,False,Norte,AC,202111,62620,1122,288,6
2021-03-15,2021-03-15,False,Norte,AC,202111,62940,1129,320,7
2021-03-16,2021-03-16,False,Norte,AC,202111,63378,1140,438,11
2021-03-17,2021-03-17,False,Norte,AC,202111,63721,1144,343,4
2021-03-18,2021-03-18,False,Norte,AC,202111,64234,1156,513,12
2021-03-19,2021-03-19,False,Norte,AC,202111,64878,1168,644,12
2021-03-20,2021-03-20,False,Norte,AC,202111,65275,1176,397,8
2021-03-21,2021-03-21,False,Norte,AC,202112,65446,1181,171,5
2021-03-22,2021-03-22,True,Norte,AC,202112,65959,1190,513,9
2020-03-08,2020-03-08,False,Nordeste,AL,202011,1,0,1,0
2020-03-09,2020-03-09,False,Nordeste,AL,202011,1,0,0,0
2020-03-10,2020-03-10,False,Nordeste,AL,202011,1,0,0,0
2020-03-11,2020-03-10,False,Nordeste,AL,202011,1,0,0,0
2020-03-12,2020-03-12,False,Nordeste,AL,202011,1,0,0,0
2020-03-13,2020-03-13,False,Nordeste,AL,202011,1,0,0,0
2020-03-14,2020-03-13,False,Nordeste,AL,202011,1,0,0,0
2020-03-15,2020-03-13,False,Nordeste,AL,202012,1,0,0,0
2020-03-16,2020-03-16,False,Nordeste,AL,202012,1,0,0,0
2020-03-17,2020-03-17,False,Nordeste,AL,202012,1,0,0,0
2020-03-18,2020-03-18,False,Nordeste,AL,202012,1,0,0,0
2020-03-19,2020-03-19,False,Nordeste,AL,202012,4,0,3,0
2020-03-20,2020-03-20,False,Nordeste,AL,202012,6,0,2,0
2020-03-21,2020-03-21,False,Nordeste,AL,202012,7,0,1,0
2020-03-22,2020-03-22,False,Nordeste,AL,202013,7,0,0,0
2020-03-23,2020-03-23,False,Nordeste,AL,202013,8,0,1,0
2020-03-24,2020-03-24,False,Nordeste,AL,202013,10,0,2,0
2020-03-25,2020-03-25,False,Nordeste,AL,202013,11,0,1,0
2020-03-26,2020-03-26,False,Nordeste,AL,202013,11,0,0,0
2020-03-27,2020-03-27,False,Nordeste,AL,202013,12,0,1,0
2020-03-28,2020-03-28,False,Nordeste,AL,202013,14,0,2,0
2020-03-29,2020-03-29,False,Nordeste,AL,202014,17,0,3,0
2020-03-30,2020-03-30,False,Nordeste,AL,202014,17,0,0,0
2020-03-31,2020-03-31,False,Nordeste,AL,202014,18,1,1,1
2020-04-01,2020-04-01,False,Nordeste,AL,202014,18,1,0,0
2020-04-02,2020-04-02,False,Nordeste,AL,202014,18,1,0,0
